filename,source,x,y,sigma,sigma2,theta,luminosity,n_sersic,lensX,lensY,centreX,centreY,reletaX,reletaY,offsetX,offsetY,xiX,xiY,alpha[0][1],alpha[1][0],alpha[1][2],alpha[2][1],alpha[2][3],alpha[3][0],alpha[3][2],alpha[3][4],alpha[4][1],alpha[4][3],alpha[4][5],beta[0][1],beta[1][0],beta[1][2],beta[2][1],beta[2][3],beta[3][0],beta[3][2],beta[3][4],beta[4][1],beta[4][3],beta[4][5]
image-000001.png,SersicSphere,-22.7301,36.2921,22.7242,32.4666,158.7986,41.5181,4.5376,30.122740493703077,-55.863432165318955,-30.122740493703077,55.863432165318955,7.392640493703077,-19.571332165318957,-0.0032677557983227246,58.165902210956,-8.02917403530413,23.176023272428154,15.418546773208885,-0.19813844732274685,-0.12325556177077221,-0.0006997421573338797,-0.003240666887629423,-3.302620130280169e-05,5.701452252613718e-05,-8.080093519485339e-06,-5.975209490106042e-07,1.3176454070651006e-06,3.0953585779799346e-06,-42.748932975854906,0.0,-0.15513513721926533,0.003422482689271998,0.001023406224368586,0.0,2.9873373802737817e-05,9.244952150029429e-05,1.8008023657269472e-06,-1.3128231826419192e-06,1.6654379617711048e-06
image-000002.png,SersicSphere,19.8572,20.7033,33.7378,14.344,38.3632,24.2024,3.6111,-27.277227396899605,-23.769772570187286,27.277227396899605,23.769772570187286,-7.420027396899606,-3.066472570187287,-0.001929399194679604,-22.029633565899978,22.357986852907388,4.683837512914408,-29.77994364900167,-0.1283339513032304,0.06484977502661822,0.003725934088107439,-0.0005718446550730311,-7.08916505827838e-05,-9.673944882269198e-05,-3.219834600085483e-05,6.793938698840548e-06,3.5389289655597643e-06,4.783413576677171e-06,-7.746945419078421,0.0,0.11074344105226688,0.000265814783743924,-0.0033595335806684817,0.0,-1.5552025841582407e-05,0.0001346631973430833,6.05886210802892e-07,9.534100989439322e-07,-5.99348296635565e-06
image-000003.png,SersicSphere,1.6178,8.369,20.8449,25.8108,176.3605,40.5442,2.372,-2.2882310817814755,-5.287768190252365,2.2882310817814755,5.287768190252365,-0.6704310817814756,3.081231809747635,0.012961224739247434,44.27733688604229,1.9566864621723408,49.97272501500449,-2.6141563192145716,-0.37675116576567996,-0.37233100096442806,0.00019768016735247264,0.0021346985868548572,-0.000120531398505274,0.0003303227034799958,0.00043365994289603775,8.718877944731813e-07,-1.9757856717191534e-06,-9.318351138357846e-06,-46.892490870349874,0.0,0.05754186846658623,0.010211411080644387,0.00997250491976173,0.0,-2.2568479136194328e-05,-0.00012255739973302714,1.0838772258266314e-05,-1.6878164348924366e-05,-2.6172150127219405e-05
image-000004.png,SersicSphere,30.2408,-28.4987,38.3693,9.677,178.7437,32.9516,2.7822,-37.24971667210036,32.289165230621165,37.24971667210036,-32.289165230621165,-7.008916672100362,3.790465230621166,0.001971216748692939,-96.11109155202415,22.0747562607945,-63.23892460525681,-29.081701716146164,-0.1599985588227362,-0.0709360962322024,0.0006414777553271484,0.0021426504434045976,-1.9642433337386833e-05,2.2950240486488364e-05,-2.1367298531658172e-05,2.7648375910509596e-07,-4.089660702957667e-07,-6.768886136959007e-07,67.03061408110382,0.0,-0.1434141174246395,-0.002113959452639449,1.6188457400024176e-05,0.0,1.5894964481601407e-05,3.912648937825963e-05,-8.563964122392939e-07,3.0460019923498583e-07,-1.08126018523408e-06
image-000005.png,SersicSphere,-4.1,-9.6287,39.1717,22.1278,98.5933,27.4704,2.4924,4.307321641409828,10.574067767750705,-4.307321641409828,-10.574067767750705,0.20732164140982867,0.9453677677507049,-0.008092148513702213,-25.600152708141685,-1.4800102350125819,-26.33402466829969,1.6792397279087066,-0.2980632332020719,-0.28375773635004586,0.0009948321178158618,-0.0045253116261539696,-0.0002563357029245046,0.000550856040363338,0.0006847136344749255,-2.4110444594510356e-06,-1.7155968299517023e-06,3.950312744568905e-05,27.280662841037532,0.0,0.09123178200808403,-0.012269728494228645,-0.011120546418255923,0.0,3.909437045804067e-05,-0.0003644068123924149,-3.434815826267429e-05,3.9252994156720233e-05,5.7365727350940427e-05
image-000006.png,SersicSphere,0.6314,-8.4752,6.5854,33.1462,73.6713,65.453,2.4458,3.977451892222092,16.430171221475973,-3.977451892222092,-16.430171221475973,4.608851892222092,7.954971221475974,-0.0028741765720006196,-69.2974040053627,54.93930626208663,-11.009104237450174,-50.33332854643654,-0.23145971862716813,0.12741914923733905,0.005979778000336865,-0.0010224377977379377,-0.00010586288192390494,-0.00013108408349624747,-6.377593064893825e-05,9.035694023427079e-06,3.7180540542015917e-06,8.921185070315072e-06,18.958738813460126,0.0,-0.1932303334225777,-0.0015470161516111104,0.00593107306210251,0.0,7.5530237728668e-05,-0.0002349538543343486,-2.5087647365187653e-06,-3.872837891718776e-06,1.0202694875760449e-05
image-000007.png,SersicSphere,-2.524,6.0581,16.6754,17.8357,30.7821,30.7967,4.7198,3.2623695633111254,-2.324244782532446,-3.2623695633111254,2.324244782532446,0.7383695633111254,3.7338552174675534,-0.010338869825715413,40.31332183130145,-1.7671529618533812,41.55199339343021,2.495183655338792,-0.3604794786083056,-0.3511289571296337,0.00014284314773277418,-0.0036248857837704682,-0.00020150613977958825,0.0004795445699932821,0.0006238775153677917,-2.0124871418581287e-06,2.3918390615719305e-06,2.3791857721521588e-05,-37.81932502991122,0.0,-0.08157150214855485,0.012340111031628256,0.01170602194501573,0.0,1.5490364692339915e-05,0.00025436233448472556,2.273232371212684e-05,-2.9460566419042413e-05,-4.576711106902455e-05
image-000008.png,SersicSphere,21.2231,3.0235,8.3219,6.5793,74.7871,50.61,4.8361,-29.772890988996437,-3.377449360605368,29.772890988996437,3.377449360605368,-8.549790988996438,-0.3539493606053683,0.0011466505160449003,-17.985540766958774,4.004478258987689,-5.786367530096063,-12.553122597468084,-0.4194190407709574,0.4151741425190791,0.015997290904034664,-0.015639279137057913,-0.0009967925990194675,0.00026549909082004407,0.0006911329200443944,0.00018993400264286507,-0.00018752465255675486,3.2093980178453114e-06,5.44856105673793,0.0,-0.059521115117052326,-0.03685561446124596,0.01554301469366552,0.0,0.0027959691950977922,-0.0016638697112431322,0.0005942534549527533,-0.0005873916421853638,0.0002623543728693624
image-000009.png,SersicSphere,-9.1748,-6.9101,18.3267,1.9923,67.7244,71.1635,1.1124,15.151440867244105,9.388259830815798,-15.151440867244105,-9.388259830815798,5.976640867244106,2.478159830815798,-0.009997367267061463,-42.85853145848454,5.760970284553167,-40.58604484309262,0.20567321542387873,-0.33917364667627325,-0.31603896949167043,0.0026680072127371274,-0.003991210575310253,-0.00019292451834044608,0.0003367006155867408,0.00042057340864658753,1.0344228333362311e-06,-7.707415978379966e-06,1.7284543276820868e-05,43.06608476519841,0.0,0.12311836728256466,-0.010681775699397166,-0.00930176042528256,0.0,0.00012743438323395943,-0.00022271718592281527,-1.9496745682535523e-05,1.6868239867003357e-05,2.566281218758124e-05
image-000010.png,SersicSphere,-7.6242,15.2393,46.2139,21.3614,38.1097,57.865,2.396,6.446655391716433,-17.048077092472198,-6.446655391716433,17.048077092472198,-1.1775446082835668,-1.808777092472198,0.003251021190608938,46.82306209067664,-31.099446385356977,15.08913219994043,29.92515279826403,-0.20726152963536323,0.03198302071809468,-0.006416732405319135,-0.0025897076291370685,-0.00013777211459307985,-0.0001582966928085576,-0.00025880308122075993,-1.3695618216927837e-05,-4.195913722156978e-06,-1.9529668586008167e-05,-16.89411204196039,0.0,-0.20477897365827505,0.002177196092232153,-0.0057939445125287405,0.0,0.0001328923176689534,-0.00015420724315510356,5.434308122513866e-06,8.285896978771614e-06,2.019322804711306e-06
