filename,sigma,sigma2,theta,xiX,xiY,alpha[0][1],beta[0][1],alpha[1][0],alpha[1][2],beta[1][2],alpha[2][1],beta[2][1],alpha[2][3],beta[2][3],alpha[3][0],alpha[3][2],beta[3][2],alpha[3][4],beta[3][4],alpha[4][1],beta[4][1],alpha[4][3],beta[4][3],alpha[4][5],beta[4][5]
image-000001.png,27.057223879417734,24.2002781947077,115.80897048515824,-9.890517301033771,-23.90636536509585,13.252185891916287,34.474317548327484,-0.0964009736531883,-0.0697443080249244,0.0665498250892305,-0.0006531165216497,-0.0017447725208761,-0.0016887597178927,-0.0007856712381003,-2.363611420283738e-05,2.4490272657147685e-05,-2.1352029397228248e-05,3.3567213005944072e-06,-5.599884106947324e-05,-5.347811541998616e-07,-1.4255758648514768e-06,7.117121225347856e-07,3.835195219250498e-07,2.212874020329645e-06,-7.269568373349108e-07
image-000002.png,12.924947938800578,36.47306087631232,75.83954005431424,-19.48434049807159,-16.373867219799493,30.241122099272708,27.63443804140516,-0.2529036037258217,0.0206436776745053,0.2520596583144129,-0.0039513954188704,-0.0035595244326379,-0.0032565962430532,0.004204179966405,-4.934868942968015e-05,-1.3088557469093234e-05,-0.0001323694957157,-0.0001797327112616,3.07741395803554e-05,-2.5431163818514285e-06,-2.344497783176355e-06,3.144756499692444e-06,-4.220500787794765e-06,-7.328231755393268e-06,-4.7281723647605865e-06
image-000003.png,34.60444918570143,24.51901209120497,75.56929231940292,4.683916546252711,-16.247806645282196,-14.247497019814332,47.15289626438904,-0.2167074246802969,-0.1830683270349936,-0.1159659240819267,0.0010042015394415,-0.0031099583225841,0.0024692622353081,-0.0021387994543179,-2.196512733387109e-05,4.780280407328133e-05,3.339077835910456e-05,3.3086977275843314e-05,7.308601496744544e-05,3.077362859246551e-07,-1.0598855347986126e-06,-1.296787348045302e-06,1.0142020574827375e-06,-2.721666810337906e-06,3.767223736340268e-07
image-000004.png,32.8866442374826,32.6508306135663,107.8244742159672,-4.806765355484188,40.42741736497551,-9.101363417307152,-43.50117355053059,-0.2870810147583844,-0.1194063855112904,0.2610701517482089,-0.0017718957106794,0.0092936635150508,0.0071003457235313,0.0011784333072308,-0.0001873280159552,0.0002691031603053,7.707253939332137e-05,-4.518488558818997e-05,-0.0002638703596133,-1.2402244745778531e-06,1.85358037895099e-05,3.3552552826803107e-06,-1.16010609743347e-05,-1.127772994927458e-05,7.059324990594387e-06
image-000005.png,19.27521048601061,29.61705948439425,156.0182975784198,34.370018278337,24.635002621917483,-32.37485537536428,-19.757897418567783,-0.3746621378622778,0.1834575265199323,0.3266727008960508,0.0114029894745728,0.0074170811842129,0.0004561363245321,-0.0135818959928726,-0.0002420777896923,-0.0002348928050326,-0.0005026711485315,-0.0004316136086419,0.0006684069529907,2.5061461508608337e-05,1.5116218637611656e-05,-4.187968623037155e-06,3.546514936693735e-05,5.8103867929209645e-05,-2.87704322685797e-05
image-000006.png,16.44267011770347,22.164079289869573,57.26729557297454,-0.1614821850637202,-22.47678006702064,-3.2745410710257303,51.56923924403253,-0.3045877301804061,-0.2984107944841802,-0.0610301819739404,-0.0001008231714051,-0.0048999541966937,0.0012608535047078,-0.004702831960848,-1.7729926268442345e-05,0.0001155537566077,6.42522985104248e-06,0.0001249197842163,4.416184511472837e-05,4.309254891204802e-07,-9.051532603182956e-07,-4.181034056760258e-07,4.164567481132011e-06,-2.0541828838373387e-06,4.627384960513006e-06
image-000007.png,23.84487847019341,11.42787394994193,6.917087186579812,6.950525932414813,-28.39450664245112,-9.713724414690535,35.86007282045403,-0.2392135085253764,-0.1910872623284953,-0.1439053884912624,0.0010514886950923,-0.0058304019467622,0.0046693050900549,-0.0035569050727346,-7.542072348774028e-05,0.0001460631652373,6.352639299635973e-05,8.145416854057476e-05,0.0002162275339725,1.609423076133079e-06,-5.958812774281598e-06,-4.09479664499703e-06,5.357153198747758e-06,-1.2616899370288606e-05,7.881580285680056e-07
image-000008.png,12.344231963914556,28.97070170047987,22.511786179211416,31.25175252236243,5.298288044430114,-33.71249292685751,1.5382320045355031,-0.2862765074683066,0.2567463481193679,-0.1266315578977835,0.0107652365337602,0.0019565068903637,-0.0086801924330603,0.0052488894912872,-0.0002403285586758,-0.0003939506585752,-0.0001081103048101,0.000439820538251,-0.000350525300865,2.923967827955488e-05,1.680004755068942e-06,2.2306048035002445e-05,7.100381019226953e-06,-2.908832842958208e-05,3.164883251530768e-05
image-000009.png,7.246523809424506,23.09824367543892,139.95478885115023,-5.255936914588091,7.010603100484445,36.07337414673001,-29.407863290202023,-0.283494996622312,0.1051703446131514,-0.2632652877305241,-0.0030405666735108,0.0036860370598392,-0.0014179947768022,-0.0043828375014649,-1.889256798097158e-05,-3.599209985625449e-06,0.0001133700309555,-0.000104299661704,-7.2446831218662e-05,-1.2934417238562868e-06,-9.357835378367581e-08,2.733356917765533e-06,3.2932338991261638e-06,-4.921515899902342e-06,2.151521728240065e-07
image-000010.png,34.160159567317905,13.097795586526289,125.03929865893257,1.9291837013034936,32.799002356116844,-3.188540092396998,-33.5156705942327,-0.3207292519846588,-0.3066191000173687,0.0940849647030685,-2.779743866428673e-05,0.0099889172336298,0.0038109720449113,0.009123141040225,-0.0001271247040899,0.000378855945227,-2.9859240781473837e-05,0.0004355135229769,-0.0002451721493799,2.4533410325360826e-06,1.2823963521333356e-05,-3.5439236487563258e-06,-2.272627741155554e-05,-2.091749493918385e-05,-2.841819476045559e-05
