filename,source,x,y,sigma,sigma2,theta,luminosity,n_sersic,lensX,lensY,centreX,centreY,reletaX,reletaY,offsetX,offsetY,xiX,xiY,alpha[0][1],alpha[1][0],alpha[1][2],alpha[2][1],alpha[2][3],alpha[3][0],alpha[3][2],alpha[3][4],alpha[4][1],alpha[4][3],alpha[4][5],beta[0][1],beta[1][0],beta[1][2],beta[2][1],beta[2][3],beta[3][0],beta[3][2],beta[3][4],beta[4][1],beta[4][3],beta[4][5]
image-000001.png,SersicSphere,-15.61491239989947,-37.59692777400138,27.057223879417734,24.2002781947077,115.80897048515824,67.4094762298027,1.3368766486531474,18.977600639981716,48.164471491290726,-18.977600639981716,-48.164471491290726,3.362688240082246,10.567543717289347,-0.0010196491997298551,-21.221723190468914,-9.890517301033771,-23.90636536509585,13.252185891916287,-0.09640097365318838,-0.0697443080249244,-0.0006531165216497507,-0.0016887597178927018,-2.363611420283738e-05,2.4490272657147685e-05,3.3567213005944072e-06,-5.347811541998616e-07,7.117121225347856e-07,2.2128740203296455e-06,34.474317548327484,0.0,0.06654982508923059,-0.0017447725208761563,-0.0007856712381003034,0.0,-2.1352029397228248e-05,-5.599884106947324e-05,-1.4255758648514768e-06,3.8351952192504976e-07,-7.269568373349108e-07
image-000002.png,SersicSphere,-22.223383695853006,-20.7000497739944,12.924947938800578,36.47306087631232,75.83954005431424,75.83416505060157,1.009503016742276,32.975760515029634,31.96540001331317,-32.975760515029634,-31.96540001331317,10.752376819176629,11.26535023931877,0.004404782024494125,2.601904640154448,-19.48434049807159,-16.373867219799493,30.241122099272708,-0.25290360372582177,0.02064367767450536,-0.003951395418870478,-0.003256596243053247,-4.934868942968015e-05,-1.3088557469093234e-05,-0.00017973271126162603,-2.5431163818514285e-06,3.1447564996924437e-06,-7.328231755393268e-06,27.634438041405158,0.0,0.2520596583144129,-0.0035595244326379976,0.004204179966405089,0.0,-0.0001323694957157629,3.07741395803554e-05,-2.344497783176355e-06,-4.220500787794765e-06,-4.7281723647605865e-06
image-000003.png,SersicSphere,13.479384115461798,-48.416924491142616,34.60444918570143,24.519012091204974,75.56929231940292,24.376768461822973,3.716858442377834,-23.039060261675104,79.3231464680228,23.039060261675104,-79.3231464680228,-9.559676146213306,30.906221976880182,-0.0039043273483176932,-61.40152564197671,4.683916546252711,-16.247806645282196,-14.247497019814332,-0.21670742468029694,-0.1830683270349936,0.001004201539441512,0.0024692622353081686,-2.196512733387109e-05,4.780280407328133e-05,3.3086977275843314e-05,3.077362859246551e-07,-1.2967873480453021e-06,-2.721666810337906e-06,47.15289626438904,0.0,-0.11596592408192676,-0.0031099583225841533,-0.0021387994543179867,0.0,3.3390778359104557e-05,7.308601496744544e-05,-1.0598855347986126e-06,1.0142020574827377e-06,3.767223736340268e-07
image-000004.png,SersicSphere,24.80275823160746,9.303994305781227,32.8866442374826,32.6508306135663,107.8244742159672,52.75779025503407,2.47409913328917,-38.71829707967794,-12.372990025237357,38.71829707967794,12.372990025237357,-13.91553884807048,-3.0689957194561295,0.0074100752791359525,34.39504966712448,-4.806765355484188,40.42741736497551,-9.101363417307153,-0.28708101475838443,-0.11940638551129049,-0.0017718957106794128,0.007100345723531331,-0.00018732801595528126,0.00026910316030537626,-4.518488558818997e-05,-1.2402244745778531e-06,3.3552552826803107e-06,-1.127772994927458e-05,-43.50117355053059,0.0,0.2610701517482089,0.009293663515050885,0.0011784333072308553,0.0,7.707253939332137e-05,-0.000263870359613361,1.85358037895099e-05,-1.16010609743347e-05,7.059324990594387e-06
image-000005.png,SersicSphere,3.314314963447083,1.1448674024597651,19.275210486010614,29.61705948439425,156.0182975784198,27.603927177251418,3.1134921093950427,-1.3250604080659514,3.7423365731560807,1.3250604080659514,-3.7423365731560807,1.9892545553811316,4.887203975615845,0.005908347591591312,-12.62705672906264,34.370018278337,24.635002621917483,-32.37485537536428,-0.3746621378622778,0.18345752651993238,0.011402989474572859,0.00045613632453217744,-0.00024207778969234292,-0.00023489280503267732,-0.00043161360864196177,2.5061461508608337e-05,-4.187968623037155e-06,5.8103867929209645e-05,-19.757897418567786,0.0,0.3266727008960508,0.007417081184212996,-0.01358189599287261,0.0,-0.0005026711485315992,0.0006684069529907604,1.5116218637611656e-05,3.546514936693735e-05,-2.87704322685797e-05
image-000006.png,SersicSphere,6.1704427823061145,-41.86856112172462,16.44267011770347,22.164079289869573,57.26729557297454,57.3140952657484,4.66470799155993,-9.618309185452631,70.95982039531549,9.618309185452631,-70.95982039531549,-3.4478664031465165,29.09125927359087,0.011843147057072123,-54.842580411637236,-0.16148218506372025,-22.47678006702064,-3.2745410710257303,-0.3045877301804061,-0.2984107944841802,-0.00010082317140518398,0.001260853504707854,-1.7729926268442345e-05,0.00011555375660777509,0.0001249197842163476,4.3092548912048017e-07,-4.181034056760258e-07,-2.0541828838373387e-06,51.56923924403253,0.0,-0.061030181973940445,-0.004899954196693724,-0.004702831960848078,0.0,6.4252298510424794e-06,4.416184511472837e-05,-9.051532603182956e-07,4.164567481132011e-06,4.627384960513006e-06
image-000007.png,SersicSphere,9.689818347284584,-22.18471070584553,23.844878470193414,11.42787394994193,6.917087186579812,41.66221536241885,3.8407115413905455,-12.460536372628383,29.647760992716485,12.460536372628383,-29.647760992716485,-2.7707180253437986,7.463050286870956,0.007519543068074341,-45.571281344012604,6.950525932414813,-28.39450664245112,-9.713724414690537,-0.23921350852537646,-0.19108726232849532,0.0010514886950923111,0.0046693050900549725,-7.542072348774028e-05,0.00014606316523738352,8.145416854057476e-05,1.6094230761330793e-06,-4.09479664499703e-06,-1.2616899370288606e-05,35.86007282045403,0.0,-0.14390538849126241,-0.005830401946762291,-0.003556905072734609,0.0,6.352639299635973e-05,0.00021622753397256797,-5.958812774281598e-06,5.357153198747758e-06,7.881580285680056e-07
image-000008.png,SersicSphere,7.943436239437917,-8.169009762054145,12.344231963914556,28.97070170047987,22.511786179211416,66.91693267557721,2.1535224222674074,-10.402668347161466,15.011993745324162,10.402668347161466,-15.011993745324162,-2.4592321077235493,6.842983983270017,-0.0015082967715205342,-35.2571888656974,31.25175252236243,5.298288044430114,-33.71249292685751,-0.2862765074683066,0.2567463481193679,0.010765236533760254,-0.008680192433060317,-0.00024032855867584237,-0.0003939506585752724,0.0004398205382510583,2.923967827955488e-05,2.2306048035002445e-05,-2.9088328429582077e-05,1.5382320045355033,0.0,-0.12663155789778355,0.001956506890363722,0.0052488894912872605,0.0,-0.00010811030481010377,-0.0003505253008650521,1.680004755068942e-06,7.100381019226953e-06,3.164883251530768e-05
image-000009.png,SersicSphere,-40.7182046143915,22.616079668873795,7.246523809424506,23.098243675438916,139.95478885115023,67.36696697799471,2.3017835611985733,71.53963931634758,-45.00743742919667,-71.53963931634758,45.00743742919667,30.821434701956072,-22.391357760322876,-0.003997469814152055,65.47533500753732,-5.255936914588091,7.010603100484445,36.07337414673001,-0.28349499662231203,0.10517034461315145,-0.003040566673510827,-0.0014179947768022576,-1.889256798097158e-05,-3.5992099856254494e-06,-0.00010429966170403465,-1.2934417238562868e-06,2.733356917765533e-06,-4.921515899902342e-06,-29.407863290202023,0.0,-0.26326528773052416,0.003686037059839253,-0.00438283750146496,0.0,0.00011337003095558537,-7.2446831218662e-05,-9.357835378367581e-08,3.2932338991261634e-06,2.1515217282400647e-07
image-000010.png,SersicSphere,4.027265555988869,14.668750003422835,34.160159567317905,13.097795586526287,125.03929865893257,68.53718726384005,1.4445703011819337,-5.296919673602247,-15.383872112194013,5.296919673602247,15.383872112194013,-1.2696541176133778,-0.7151221087711779,0.010297726519874928,30.325584372491022,1.9291837013034936,32.799002356116844,-3.188540092396998,-0.32072925198465885,-0.3066191000173687,-2.779743866428673e-05,0.003810972044911397,-0.00012712470408992124,0.0003788559452270597,0.00043551352297692994,2.4533410325360826e-06,-3.5439236487563258e-06,-2.0917494939183855e-05,-33.5156705942327,0.0,0.09408496470306853,0.009988917233629852,0.009123141040225009,0.0,-2.9859240781473834e-05,-0.00024517214937992286,1.2823963521333356e-05,-2.272627741155554e-05,-2.841819476045559e-05
image-000011.png,SersicSphere,22.727295813251743,52.238390236131984,13.895575714575497,14.881142182337904,103.3062087409441,33.85178135869164,3.208070193280282,-22.971579931442818,-92.80731276617846,22.971579931442818,92.80731276617846,-0.2442841181910751,-40.56892253004647,0.003035266093181832,64.60570031858094,-4.102618771499138,20.175407869133238,3.8613699194012447,-0.14073789653901364,-0.13310014195434827,-0.0004956541003454788,0.0006403049447215343,-1.8461993278588958e-05,2.342558562560868e-05,3.478623715514165e-05,-1.8881758692626809e-07,3.0642978265331474e-07,-5.086743201314897e-07,-60.744837460254445,0.0,0.04573300486474125,0.001951265835492756,0.0017491363749453156,0.0,1.1897447446145664e-05,-1.514782666464194e-05,8.485612451874945e-07,-3.886451185257241e-07,-9.266814765216535e-07
