epoch,train_loss,valid_loss,train_r2,valid_r2
1,0.8552829059549033,1.0128746032714844,0.14405402541160583,0.10458511114120483
2,0.7571716776575905,1.0308703184127808,0.2425803691148758,0.08557813614606857
3,0.7192451613017926,0.9611408114433289,0.2815949022769928,0.15348553657531738
4,0.6872893543289111,1.1110212802886963,0.31266850233078003,0.006315705366432667
5,0.6572120202520785,1.0330959558486938,0.34239229559898376,0.08290674537420273
6,0.6498443398612757,1.0784311294555664,0.34979248046875,0.03644817695021629
7,0.6212681615695405,1.0706186294555664,0.3781794607639313,0.04501437768340111
8,0.6169376054320472,1.1502681970596313,0.38369154930114746,-0.03648895397782326
9,0.5817415129643279,1.1210424900054932,0.41823408007621765,-0.0062941210344433784
10,0.6119535206415402,0.9212806224822998,0.3876626491546631,0.195697620511055
11,0.5804182620475087,1.1219165325164795,0.41934892535209656,-0.0077598742209374905
12,0.5631110815765759,1.090611457824707,0.43663012981414795,0.02889581397175789
13,0.5507375982146674,1.0838955640792847,0.44875311851501465,0.03270932286977768
14,0.5377928938347691,1.182812213897705,0.46226826310157776,-0.07367676496505737
15,0.5214768074952756,1.1691099405288696,0.47839874029159546,-0.055922988802194595
16,0.5972848635512038,6.012345790863037,0.4023962914943695,-5.063438415527344
17,0.542501204786971,1.2331788539886475,0.4571530818939209,-0.12110689282417297
18,0.5051489746132598,1.1640024185180664,0.494402676820755,-0.04950302094221115
19,0.46219805349557164,1.3645741939544678,0.537381112575531,-0.2529730200767517
20,0.45181822862488014,1.1073545217514038,0.5482637286186218,0.00915192998945713
