filename,sigma,xiX,xiY,alpha[0][1],beta[0][1],alpha[1][0],alpha[1][2],beta[1][2],alpha[2][1],beta[2][1],alpha[2][3],beta[2][3],alpha[3][0],alpha[3][2],beta[3][2],alpha[3][4],beta[3][4],alpha[4][1],beta[4][1],alpha[4][3],beta[4][3],alpha[4][5],beta[4][5]
image-000001.png,37.5999,46.14878520154952,47.3766363713755,-71.68516167950565,-85.84993430711688,-0.2978993962077029,-0.0531416305374321,0.2931211649893897,0.0015256962996673,0.0018271693057574,0.0020700276417337,-0.0011752797255033,-6.340280133554906e-06,4.524115572577769e-06,-2.49543345540845e-05,-2.9683782628537677e-05,-1.1128874748171991e-05,1.0823947124165893e-07,1.2962726564080714e-07,-3.671417067828761e-07,2.084485229420464e-07,1.9545602196218122e-07,5.578125400598316e-07
image-000002.png,30.1308,60.59053871781271,7.569281540695407,-143.1582218320393,-22.069866569802457,-0.3244763133391228,0.3094109757646448,0.0977226994844035,0.0021551127976663,0.0003322411474429,-0.0019549903204734,-0.0009658717293588,-4.884686652766379e-06,-1.863156848626278e-05,-5.884494444990492e-06,1.999284265809759e-05,1.4028197847243376e-05,1.0814400810580849e-07,1.6671929831728825e-08,2.452545515169715e-07,1.211691103153132e-07,-2.763248498337159e-07,-2.651693875615912e-07
image-000003.png,9.1713,59.26322270038904,80.41992722930426,-57.86094583273226,-94.34333110142832,-0.4863878910937132,-0.2204997208675998,0.4335355276097916,0.0033526444613497,0.0054665481514399,0.0063924288862193,-0.0005101240151755,-2.818283810736532e-05,5.110577832813266e-05,-0.0001004816263903,-8.299329004557905e-05,-0.0001138811788754,6.475424095043951e-07,1.0558297494599568e-06,-3.0866446258228538e-06,2.463181957861588e-07,-1.6516513670015262e-06,4.008069517022757e-06
image-000004.png,11.7393,-9.91102199263996,65.39005232651598,41.056409293095,-148.6099810854754,-0.3548297675665214,-0.3045060582665697,-0.1821543972301192,-0.0006523835272532,0.0023614024050047,-0.0017721020769358,0.001691590912104,-5.63822066579052e-06,1.935432150861037e-05,1.1577683505766554e-05,1.3332386888831558e-05,2.4839198190565556e-05,-3.4554431651423315e-08,1.250750740883961e-07,2.3465483698923998e-07,-2.2399386293740238e-07,4.429092921085827e-07,-1.0046989374815033e-07
image-000005.png,14.0543,101.9643428015918,-63.46041181855588,-131.69797453536924,83.594708625388,-0.3808721525084653,0.1621054212259443,-0.344652620714816,0.0023554466726043,-0.0014951093892952,0.0003504133693134,0.0027677954375365,-6.8119805750907855e-06,-1.159716165369689e-05,2.4656745755769332e-05,-2.1720048395963447e-05,-2.623578627680822e-05,1.4042557214862006e-07,-8.913451272680489e-08,-5.222682224849901e-08,-4.125218185014886e-07,5.537295552506e-07,1.796421091442574e-07
image-000006.png,37.01,2.649639792922408,-197.83264234064555,-19.40471276775993,197.75975939642404,-0.4027519135005837,-0.3950704356068003,-0.0782844476114801,0.0002391478264012,-0.0024372335306022,0.0007083211948382,-0.0023442653541156,-4.963600638945669e-06,1.947572985625173e-05,3.859177038356029e-06,2.2942695265979228e-05,9.463932401806384e-06,9.824363039523344e-09,-1.0012328933552885e-07,-7.274584794892059e-08,2.407602260742155e-07,-1.6541826113465526e-07,3.108398153314534e-07
image-000007.png,47.8238,167.8253224744074,-30.622046903848485,-163.23429173465837,61.18327037017158,-0.4987552202456957,0.3758787029227001,-0.3278291787066565,0.0040086083966962,-0.0015025015193613,-0.0020334357304127,0.0037671728423351,-1.224812717062489e-05,-3.692240174936992e-05,3.2202517852846834e-05,8.324272517695612e-06,-6.067225038471976e-05,3.281365516053064e-07,-1.229917264433508e-07,4.161323098051784e-07,-7.709328172364104e-07,2.7036629145640935e-07,1.196331452415089e-06
image-000008.png,47.2671,18.204307594045105,-151.06475214890736,-29.159780788174544,165.34227675327085,-0.4901777870050622,-0.4606056777033339,-0.1676802687874531,0.0007456635836819,-0.004228074124205,0.0021470199462335,-0.0037179201619019,-1.253465271068482e-05,4.71137808333309e-05,1.7151441712827372e-05,4.800532860847765e-05,4.029176577948695e-05,6.35594833020657e-08,-3.603960453189309e-07,-4.575236118814006e-07,7.922778100614001e-07,-9.813220304919865e-07,8.231584055397106e-07
image-000009.png,5.1727,-155.57536921387864,8.234522686568884,206.78169185971493,-10.473736981994008,-0.4139315212609037,0.4118130387655977,-0.0418249374896175,-0.0024794388141715,0.0001255865051157,0.0024540595064541,-0.0003754740234285,-4.96329182237089e-06,-1.9751559692045613e-05,2.006026210142596e-06,2.430972118219541e-05,-4.98939865056542e-06,-9.909995380362863e-08,5.019529735597326e-09,-2.452139394718452e-07,3.7518024404910746e-08,3.362352099366584e-07,-8.6944470791924e-08
image-000010.png,37.3894,-106.15220826222514,-128.81902556630385,110.47273067001824,153.89181939625223,-0.3940787452044649,-0.1260465003920954,0.3733769371035537,-0.0014341884653711,-0.0019978674461514,-0.0023516418381428,0.0007198274457752,-5.116042550884104e-06,6.545486324682743e-06,-1.9389143119093705e-05,-2.034626107198129e-05,-1.550409445766494e-05,-6.206347761806623e-08,-8.645628138976474e-08,2.544140364242825e-07,-7.787504161487661e-08,1.062669897493236e-08,-3.723405435617741e-07
