filename,sigma,luminosity,n_sersic,xiX,xiY,alpha[0][1],beta[0][1],alpha[1][0],alpha[1][2],beta[1][2],alpha[2][1],beta[2][1],alpha[2][3],beta[2][3],alpha[3][0],alpha[3][2],beta[3][2],alpha[3][4],beta[3][4],alpha[4][1],beta[4][1],alpha[4][3],beta[4][3],alpha[4][5],beta[4][5]
image-000001.png,5.2286,41.9293,4.0575,64.6872197776584,105.3816606932256,-81.84424726280884,-131.58383806,-0.4182089191555932,-0.1848861990117552,0.3751210384346298,0.0017883537182363,0.0028751983667071,0.0033695821727649,-0.0003330024781134,-9.138155711419828e-06,1.6159568082606054e-05,-3.278662221519773e-05,-2.7830798869810625e-05,-3.623663725322782e-05,1.302559079589273e-07,2.094169458751222e-07,-6.13564281048063e-07,6.063613100826e-08,-3.0360698986286525e-07,8.080179550822479e-07
image-000002.png,40.9926,31.9762,1.5065,183.8740974226976,-40.16319279547911,-189.8975362895604,29.09637639896606,-0.46941963129623,0.4478842588463035,-0.1405506347334864,0.0034013115360331,-0.0005211538950756,-0.003089230379374,0.0015156441570029,-8.407915333528624e-06,-3.208875536117939e-05,1.0069777726591224e-05,3.450200496879155e-05,-2.401952662997601e-05,2.0307302543605637e-07,-3.111514398772711e-08,4.6110107289680523e-07,-2.2622629622897206e-07,-5.210969281098558e-07,4.954708499168406e-07
image-000003.png,8.105,39.0761,4.9955,-44.71002047697465,-107.75157820779656,82.576212833259,125.4457463380762,-0.4233625269931981,-0.1673857747240912,0.388867370297486,-0.0019685626339691,-0.0029905441332137,-0.003525192522401,0.0006257880923815,-1.0092684353839888e-05,1.5961467365677797e-05,-3.708136997191869e-05,-3.4686620503199535e-05,-3.6652357287398696e-05,-1.5643079731628333e-07,-2.376420211862485e-07,7.003189376056582e-07,-1.243198064327105e-07,2.277748035359832e-07,-9.693743420421696e-07
image-000004.png,11.8428,68.8938,4.5248,-4.90335419771457,152.03610305157397,10.944075465939273,-156.34462320138118,-0.4031489514773173,-0.3992173910000224,-0.056165396823983,-0.0002172414411373,0.0031034628154795,-0.0006474871904076,0.0030429320776299,-8.002563531704245e-06,3.169808600748544e-05,4.459564185596974e-06,3.8459587821086246e-05,1.1040184853806649e-05,-1.4374244126974668e-08,2.053472482742647e-07,1.0710593355578309e-07,-5.033552566750038e-07,2.466621291229781e-07,-6.769347509841253e-07
image-000005.png,19.3098,32.707,1.8129,-72.64833525794137,111.95372038364756,80.31364250239682,-131.2595445564969,-0.3814491486456744,-0.1736348003838028,-0.3396386448833329,-0.0014805194438506,0.002419667466845,-0.0028283777311745,-0.0002168130151179,-7.031717947462677e-06,1.2803289209037075e-05,2.504389550594026e-05,-2.0588518117280308e-05,2.849981322835536e-05,-9.097407594043896e-08,1.48682283636106e-07,4.344911706037518e-07,3.330649216418517e-08,2.3537308303179135e-07,5.628389070593791e-07
image-000006.png,43.2997,34.4347,4.7506,92.70863899452694,81.25059185292862,-113.09471641704752,-94.4696832718018,-0.4963533864062484,0.0883654226019892,0.4884242380199025,0.0038493464169859,0.0032154157889668,0.0024787538827385,-0.0043602919309042,-1.689412370491358e-05,-1.203059289256563e-05,-6.649697351582338e-05,-7.911612486027994e-05,2.959601630313896e-05,4.3672738236274853e-07,3.648048184301643e-07,-7.030672076907575e-07,1.2367416926405623e-06,1.87901212167716e-06,6.603235053877181e-07
image-000007.png,48.5187,34.9079,4.462,54.12836824707777,1.094616129265063,-78.4269895905222,20.09167100293608,-0.3404407766450895,0.2985067814729569,-0.1636875799117574,0.004160375223955,-0.0010658179114728,-0.003135461837992,0.002934888223938,-1.805961671834208e-05,-6.334045074568194e-05,3.473303032487333e-05,4.854804902690847e-05,-7.613692163475227e-05,7.356617959569759e-07,-1.884641352545665e-07,1.386076593290433e-06,-1.2974101045763164e-06,-8.28151910508883e-07,2.525657887539837e-06
image-000008.png,26.7663,44.3705,3.0032,-109.07901718175516,173.626595813791,136.53356575099676,-163.1560229866335,-0.2727211709930013,-0.0480741484273111,-0.2684505789913344,-0.000673087222734,0.0008043314021746,-0.0009103852288434,-0.0005207630449979,-1.3444689190877975e-06,9.479894521836306e-07,5.293662511800157e-06,-6.304575547056502e-06,2.332861768576305e-06,-1.1060684526324273e-08,1.3217389356958842e-08,3.74003675658937e-08,2.139394256473157e-08,-2.0252610405800995e-08,5.6820320184804826e-08
image-000009.png,45.3734,68.04,1.0075,8.002384974899485,-56.85993075605796,-29.74202456640166,118.28130813751832,-0.265460250390079,-0.2338875342155223,-0.1255618010214343,0.0004226999303198,-0.0016810389150289,0.0011675515174806,-0.0012811676388992,-3.772777105070832e-06,1.3296235996962226e-05,7.138043265898028e-06,1.0423209690478072e-05,1.5722686693500893e-05,2.0025002074476804e-08,-7.963759950293786e-08,-1.382790715266858e-07,1.5173520733311946e-07,-2.710441795786949e-07,9.5596104833084e-08
image-000010.png,40.3892,29.7519,3.0209,32.04302427425631,3.8069739251946864,-131.8653462608333,-8.207139505946044,-0.2908205258308936,0.288576136160901,0.0360609467846103,0.0019167330161006,0.0001192951423922,-0.0018871484758128,-0.0003560441212063,-4.227231182612671e-06,-1.6778431135174776e-05,-2.096660244828532e-06,2.048620562758957e-05,5.201198493178306e-06,9.286911634193629e-08,5.780061367332794e-09,2.2858923214997177e-07,4.312742389970948e-08,-3.100683971443763e-07,-9.959463899582945e-08
image-000011.png,39.8065,52.5288,3.5155,-83.03790816568848,18.59834084273452,87.24875950018122,-21.46556149864142,-0.4697155744115874,0.4160978657942635,-0.2179341343761148,-0.007153345868836,0.0017599171214375,0.0055202468815833,-0.0048779647149084,-3.8511011308282406e-05,-0.0001364600237923,7.147188103296794e-05,0.0001096529591143,-0.0001582835378589,-1.9549602543475253e-06,4.809732517401501e-07,-3.771613817352485e-06,3.3327855644799613e-06,2.5126818790299144e-06,-6.583174718223201e-06
image-000012.png,34.1832,32.6683,2.2421,-23.66495181891017,77.11585195055278,65.75231773850453,-164.81928545607298,-0.3382699236298019,-0.2453818626351829,-0.2328396072883654,-0.0007168090429237,0.0017968028858389,-0.0017567592472987,0.0008100078774966,-3.6877017958710266e-06,1.0700273034078517e-05,1.0153347702137387e-05,9.66504180199996e-07,1.8413160593755103e-05,-2.604801481729673e-08,6.529374685786845e-08,1.5959651791435996e-07,-7.358688273901703e-08,2.329927637506233e-07,7.906380087909906e-08
image-000013.png,9.7557,32.9897,4.2673,114.20620715638114,-142.74042133577575,-139.06726807385692,146.0025926989226,-0.3866972255801039,-0.0188044038525994,-0.3862397424749272,0.0015344710740701,-0.0016109955875221,0.0016837083163785,0.0014543158410508,-4.266825078930247e-06,8.299527035110157e-07,1.7047108804044883e-05,-2.123322755531476e-05,2.0724270648022823e-06,5.643795049140044e-08,-5.925252730197943e-08,-1.5481726603956357e-07,-1.337245889203623e-07,1.764530532850941e-07,-2.2559165989970043e-07
image-000014.png,42.5434,39.6432,1.8777,176.01457337082968,-85.9092329622928,-181.18553492190176,80.3032943669315,-0.4074228293408349,0.2736383313085736,-0.301853317866063,0.0022972021343663,-0.0010181436354501,-0.0007885481646216,0.0023857799354963,-5.165603278179848e-06,-1.38775440102866e-05,1.5308464582812894e-05,-2.52649943994724e-06,-2.570414813349211e-05,9.708533756869705e-08,-4.302922109567133e-08,8.331489816043418e-08,-2.520721260627931e-07,1.831191471613998e-07,3.234371140882721e-07
image-000015.png,42.495,76.0762,1.2495,140.75090296172618,92.703899421463,-148.56831444632252,-104.7142664316681,-0.3455545683680817,0.1161777267074106,0.3254392347845438,0.0016109125070278,0.0011354071161651,0.0005277136717476,-0.0018988698495125,-3.746816258360818e-06,-5.038817427215162e-06,-1.411483021923622e-05,-1.449887209783982e-05,1.1863747710500496e-05,5.82232515946112e-08,4.1037048193738015e-08,-4.76829215522808e-08,1.7157725281674905e-07,2.48669056856542e-07,-1.7889465006223924e-08
image-000016.png,40.5043,69.5825,2.6183,6.126061985866159,-113.49570570322484,-11.480156008805777,147.30438101682944,-0.3654773125335565,-0.3610644051859206,-0.0566229748820056,0.0002107311324824,-0.0027039370377445,0.000627104507215,-0.002638640379308,-6.708745761620793e-06,2.651096760202617e-05,4.157512707059081e-06,3.193343228961752e-05,1.0268283427917064e-05,1.2894020535160329e-08,-1.6544598455745724e-07,-9.592671830772481e-08,4.036266833822219e-07,-2.20222626955852e-07,5.374478642906406e-07
image-000017.png,16.5888,35.7717,4.7067,-91.31510475027372,49.38515914602763,160.09014880911445,-109.30897927897388,-0.3754080312032336,0.1366711256699626,-0.349645811214711,-0.0018012222756866,0.0012298681079035,-0.0004897155654498,-0.0021253601845861,-4.223828344873369e-06,-6.150911291698185e-06,1.5735879526513643e-05,-1.5520886624189107e-05,-1.432201890701728e-05,-6.75536400493595e-08,4.6125383075128286e-08,4.591613911497817e-08,1.9927554031336854e-07,-2.832432097244286e-07,-4.16963838946363e-08
image-000018.png,24.0408,20.1417,2.8353,18.3093330144122,-18.685147938582045,-24.35588053659709,18.24461508038521,-0.3968649332766696,0.1115687109794961,-0.3808598140984017,0.0124269465848387,-0.0093088343377368,0.0054398923221485,0.0145427290999073,-0.000202489880003,-0.0002276999856027,0.0007772947578718,-0.0008524189226814,-0.0005462927492161,2.1135074024579096e-05,-1.5831958515911165e-05,-2.312968156124102e-05,-6.183370427071225e-05,9.217929716530248e-05,-6.739429791680938e-06
image-000019.png,16.3381,24.9928,1.4872,-92.01347245904525,17.92800890864256,159.0204960992295,-37.9732168923367,-0.3154019704531282,0.2813722318839907,-0.1425063861387893,-0.0017754669739107,0.0004239717152147,0.0013923452269316,-0.0011804277867749,-3.521469218008619e-06,-1.256610606405968e-05,6.364346442559387e-06,1.041842451829929e-05,-1.4194191308104036e-05,-6.607707921878362e-08,1.5778841862128627e-08,-1.2954634923060698e-07,1.0982916258782681e-07,9.232391181806097e-08,-2.1911620285114787e-07
image-000020.png,29.4676,31.3153,2.5527,90.09870417027908,73.3103383293144,-111.29002437665795,-93.545389982345,-0.4709909059903223,0.0809948707919405,0.4639744221732289,0.0035040914388771,0.0029453816909425,0.0022989155863275,-0.0039583983180437,-1.4829677778521807e-05,-1.0200857980745522e-05,-5.843502361335361e-05,-6.976286274120602e-05,2.512223233554759e-05,3.677675179719393e-07,3.0912883777514773e-07,-6.031994983281642e-07,1.0386218153583334e-06,1.577631375557836e-06,5.818467725215998e-07
image-000021.png,39.614,65.0687,2.6589,-317.3730197784401,-71.30320533836976,226.0377340460301,44.89727564112096,-0.3893749494788031,0.3598172038091347,0.1488100504824727,-0.0019358492824277,-0.0003845126089218,0.0016419457284297,0.0010951605432936,-3.334714089774048e-06,-1.2326293726820673e-05,-5.097800695274605e-06,1.1802918267542022e-05,1.1777057012817836e-05,-5.5263817788243364e-08,-1.0976905562653437e-08,-1.1718395432149537e-07,-7.816046587773793e-08,1.0978424760088058e-07,1.6381711946233626e-07
image-000022.png,46.0746,54.5882,1.0692,39.10980603925376,73.69796855666273,-37.8257383422072,-91.27870046623474,-0.3706331036667054,-0.2619945226377689,0.2621598131701774,0.0015967323929182,0.0038531345111984,0.0038541407945113,0.0015943019262566,-1.564548131641112e-05,4.423814676432517e-05,-4.42660563051729e-05,-4.933756152990626e-08,-7.822739102360027e-05,2.24675441144404e-07,5.421726896327523e-07,-1.3557857081750557e-06,-5.60833628395976e-07,-1.8971080811644957e-06,7.87560695460464e-07
image-000023.png,48.4127,61.7152,3.6262,-87.9917295002571,68.08011684215114,126.80295082308167,-106.15222422905822,-0.386142040497507,0.0679267132622108,-0.3801205559621471,-0.0020741043559889,0.0017363222956742,-0.001344387945501,-0.0023471994048183,-6.316090304111086e-06,-4.444284330945349e-06,2.4870389712682244e-05,-2.962595294397652e-05,-1.093745081833243e-05,-1.1308645557558716e-07,9.466955391501845e-08,1.8325026322357499e-07,3.199410632999099e-07,-4.860627656000183e-07,1.737560246234793e-07
image-000024.png,44.9783,29.4094,4.4041,9.82932843510244,-48.277196733985335,-16.991374358643434,65.0574967510013,-0.5508043909415087,-0.4804595651470026,-0.2693400886225434,0.0034205213283338,-0.0130966777911998,0.0093878745920874,-0.009751448403562,-0.0001108820350366,0.0003868838753826,0.0002168826366279,0.0002892743595888,0.0004729598156619,2.2952756127179383e-06,-8.788275896063045e-06,-1.5748885577749654e-05,1.6358808761087304e-05,-3.0431674620706453e-05,9.195852379431212e-06
image-000025.png,35.4294,43.6148,2.6041,1.666891833623069,-56.5904941681728,-40.713678054685225,166.25205514037606,-0.3323185383172025,-0.2947142901526088,-0.1535548699622578,0.0004604075110012,-0.0018800486363135,0.0012770256477609,-0.0014545664117019,-3.757998746285719e-06,1.3331015940480955e-05,6.945853959593682e-06,1.0766293737567693e-05,1.5399700762792008e-05,1.7354943622110046e-08,-7.086795352033112e-08,-1.2034288967551717e-07,1.3707377413763918e-07,-2.38088314954258e-07,9.233823888157529e-08
image-000026.png,31.7055,32.99,2.3356,27.58816893084941,-13.931975069937238,-114.39258939364832,60.21651415496823,-0.2784498884286753,0.1576162604350352,-0.2295461931995755,0.0015921822970644,-0.0008381283117785,-0.0002103238630947,0.0017869715741172,-3.875626780770598e-06,-8.77517751541003e-06,1.2779827333507385e-05,-6.96018437227313e-06,-1.808501885814945e-05,7.386971715921025e-08,-3.88851838438065e-08,2.439507760399983e-08,-2.0726754247137207e-07,2.198793490848198e-07,1.9240785231885227e-07
image-000027.png,47.4477,67.2953,3.2324,-144.62813462365506,-54.83122686221155,165.90630292242662,32.500439653732975,-0.4069185284326346,0.3768414409545402,0.1535357194957792,-0.0028834931021568,-0.0005648657821181,0.0024572305055131,0.0016110940583247,-7.072345951943272e-06,-2.6198394550623447e-05,-1.0673957054127468e-05,2.52931683545319e-05,2.4712498177815094e-05,-1.670527746429965e-07,-3.2725029282413414e-08,-3.558940140834301e-07,-2.3334348576444002e-07,3.381627150155656e-07,4.905313976976082e-07
image-000028.png,14.2844,60.5831,3.6614,-39.27306751588276,15.226301944876482,144.14834024473055,-61.661002222634295,-0.336386046525738,0.2323239181657477,-0.2432718013772475,-0.0019907211174013,0.0008515523594397,0.0007590488849319,-0.0020277960396496,-4.645567234981901e-06,-1.2833783009496324e-05,1.3438553963167377e-05,-1.0688109682333445e-06,-2.3203232888600218e-05,-9.164102665674156e-08,3.9200434349589363e-08,-8.735530367585753e-08,2.3336934201831598e-07,-1.518149633212304e-07,-3.140906345396579e-07
image-000029.png,49.1938,69.371,1.0257,327.82819884453687,-244.61836663649865,-173.06294365672528,136.76617088793049,-0.2633879882240669,0.060876807891754,-0.2562562128059175,0.0007402577105435,-0.0005850022564167,0.0003980665063128,0.000855425142595,-1.126613156044252e-06,-1.0415754056404888e-06,4.384431083768645e-06,-5.031218043148204e-06,-2.533431484488917e-06,1.0554569846873588e-08,-8.340942739246049e-09,-1.4189047559851764e-08,-3.049155816851165e-08,4.6123626516560406e-08,-9.460279581058814e-09
image-000030.png,39.0517,59.9959,3.4241,36.246399683256186,-24.86724149676209,-140.43200239483633,118.56047361849429,-0.3285729574407249,0.055102030621115,-0.3239196730406693,0.0013465437725056,-0.0011368268250384,0.0008949101580828,0.0015181209340368,-3.150548750359854e-06,-2.113401359233434e-06,1.2423721405001596e-05,-1.4866694673702244e-05,-5.208677873392077e-06,4.3038151331914946e-08,-3.6335190829436534e-08,-7.150766205759264e-08,-1.2130522570693117e-07,1.842108780901632e-07,-7.02127288038692e-08
image-000031.png,11.9476,76.9552,4.9769,-132.06288807168983,-21.594332786399765,173.17093312451843,26.63558273122241,-0.4296906291794914,0.4098294290264622,0.1291273631284679,-0.0031246632634352,-0.0004806073707565,0.0028358063125428,0.0013973927552514,-7.753255696058978e-06,-2.957953596595376e-05,-9.319797972830952e-06,3.1764491290871466e-05,2.22225435142768e-05,-1.8793609169273158e-07,-2.8906625541279168e-08,-4.2640623184381285e-07,-2.1011906791275845e-07,4.809748406216089e-07,4.5996620018249085e-07
image-000032.png,45.5442,39.2088,1.889,-198.50178434366825,50.82032632948168,183.39575498320136,-73.92851031157802,-0.324323879721246,0.233654126625316,-0.2249260502218495,-0.0014801236143717,0.0005966513995785,0.0006525407500948,-0.0014563479583895,-2.617505694851207e-06,-7.542966094176082e-06,7.261200968391253e-06,4.980048852817566e-07,-1.307805003426344e-05,-3.98185500353492e-08,1.6051222598636688e-08,-4.3886919740125126e-08,9.79473327209706e-08,-5.0835496607049585e-08,-1.4140171865686396e-07
image-000033.png,15.2915,33.6774,2.0882,111.47559129103726,-107.48148839286236,-135.19871797945353,136.0721819905953,-0.4424419278826805,-0.0028492042045616,-0.4424327537422424,0.0021578708924248,-0.0021718120199251,0.0021856630813298,0.0021438402769743,-7.06169830627729e-06,1.8190157159722452e-07,2.82462075210164e-05,-3.5305563041284415e-05,4.54744499560301e-07,1.1480401732512566e-07,-1.1554571945785767e-07,-2.907065746342088e-07,-2.8514388553558495e-07,3.965722637847914e-07,-4.0955151283400393e-07
image-000034.png,5.1324,39.7965,2.1954,135.13005180722453,-79.86737691139507,-156.8242372212918,116.50053789934356,-0.4187883538468659,0.1209357914275469,-0.4009466543937742,0.002161944387575,-0.0016060507516166,0.0009133115011441,0.0025336267786739,-5.773323991389516e-06,-6.668776718863961e-06,2.2109449012284285e-05,-2.4052172617729568e-05,-1.5961664703463233e-05,9.934696357706608e-08,-7.380220621805331e-08,-1.049225930141231e-07,-2.910668386585135e-07,4.325517630131951e-07,-2.2959448892666547e-08
image-000035.png,25.9178,48.7062,2.1093,-47.24196864460379,-34.40115018258014,52.09655691207743,44.97087037594443,-0.3634148150214293,0.0530703190194809,0.3595189411091301,-0.0043579713397018,-0.0037618947553591,-0.0030851617583858,0.0048606114093449,-3.040030747059359e-05,-1.7757713214411215e-05,-0.0001202976422474,-0.0001455185359287,4.3918368125610624e-05,-1.215173984831982e-06,-1.0489643653097185e-06,2.15066140616556e-06,-3.388324563544325e-06,-5.132494129323424e-06,-2.285921294130836e-06
image-000036.png,30.3671,50.3529,4.625,-90.60366959128028,37.178971171747406,163.74132751387097,-36.67413059956327,-0.3698386941017397,0.3345051064298616,-0.1577561200943631,-0.0023863272211946,0.0005344800698282,0.0019303581545253,-0.0015013140733755,-5.389941296959935e-06,-1.9499991925607533e-05,9.19640091862178e-06,1.7142805862369748e-05,-2.07944917413712e-05,-1.1592588735490093e-07,2.59646186901944e-08,-2.344381776193486e-07,1.8233162305726367e-07,1.879726878046495e-07,-3.708775879291754e-07
image-000037.png,18.579,47.2467,2.1299,70.52336075890388,-145.9890537917513,-71.65140758683529,145.43186976553702,-0.5025638963325193,-0.3062398735434281,-0.3984816303784007,0.0020655288394087,-0.0041924329372846,0.0045828099063412,-0.0009169278501598,-1.4487645902314129e-05,3.531248369764406e-05,4.594886979847329e-05,-1.8643624382814112e-05,6.999794543158765e-05,1.9847990570451744e-07,-4.028574562546201e-07,-1.100923478672789e-06,2.2027258802359658e-07,-1.1837096735191565e-06,-1.0341732668732465e-06
